LOC_ID	METER NO.    CTR     PTR	     PLACE OF INSTALLATION
EM-15   ER-1534-A    600     3636.3636    400 KV SIDE OF 400/220 KV 315 MVA SUBHASGRAM(PG) ICT-1
EM-16   ER-1483-A    600     3636.3636    400 KV SIDE OF 400/220 KV 315 MVA SUBHASGRAM(PG) ICT-2
EM-17   ER-1676-A    2000    3636.3636    400 KV SUBHASGRAM(PG)-RAJARAHAT(PG)
EM-18   ER-1677-A    1600    2000.0000    220 KV SUBHASGRAM(PG)-SUBHASGRAM(WBSETCL)-2
EM-19   ER-1680-A    1600    2000.0000    220 KV SUBHASGRAM(PG)-SUBHASGRAM(WBSETCL)-1
EM-20   ER-1637-A    1000    3636.3636    400 KV DURGAPUR(PG)- SAGARDIGHI(WB)-2
EM-21   NP-6061-A    3000    3636.3636    400 KV BIHARSHARIFF(PG)-BALIA (NR)-1
EM-22   ER-1936-A    3000    3636.3636    400 KV BIHARSHARIFF(PG)-BALIA (NR)-2
EM-23   ER-1791-A    1000    3636.3636    400 KV MUZAFFARPUR (PG)-BIHARSHARIFF(PG)-1
EM-24   NP-5230-A    1000    3636.3636    400 KV MUZAFFARPUR (PG)-BIHARSHARIFF(PG)-2
EM-25   NP-5074-A    2000    3636.3636    400 KV MUZAFFARPUR (PG)-GORAKHPUR(NR)-1
EM-26   NP-9981-A    2000    3636.3636    400 KV MUZAFFARPUR (PG)-GORAKHPUR(NR)-2
EM-27   NP-5075-A    2000    3636.3636    400 KV MUZAFFARPUR(PG) - PURNEA(PG)-1
EM-28   NP-5062-A    2000    3636.3636    400 KV MUZAFFARPUR(PG) - PURNEA(PG)-2
EM-29   NP-5073-A    600     3636.3636    400/220 KV MUZAFFARPUR(PG) 315MVA ICT-2
EM-30   NP-9983-A    600     3636.3636    400/220 KV MUZAFFARPUR(PG) 315MVA ICT-1
EM-31   NP-5063-A    800     2000.0000    220 KV MUZAFFARPUR(PG) - KANTI(BSEB)-1
EM-32   ER-1916-A    800     2000.0000    220 KV MUZAFFARPUR(PG) - KANTI(BSEB)-2
EM-41   NP-5871-A    1000    3636.3636    400 KV RANCHI(PG)-RTPS(DVC)
EM-42   NP-5873-A    600     3636.3636    400 KV SIDE OF RANCHI(PG) 315MVA ICT-2
EM-43   NP-5872-A    800     2000.0000    220 KV SIDE OF RANCHI(PG) 315MVA ICT-2
EM-44   NP-5879-A    800     2000.0000    220 KV RANCHI(PG) - HATIA (JSEB)-2
EM-45   NP-5874-A    800     2000.0000    220 KV RANCHI(PG) - CHANDIL (JUVNL)-1
EM-46   NP-5877-A    1000    3636.3636    400 KV RANCHI(PG)-MAITHON(PG)
EM-47   NP-5835-A    1000    3636.3636    400 KV RANCHI(PG)-SIPAT-1 (WR)
EM-48   NP-5836-A    1000    3636.3636    400 KV RANCHI(PG)-SIPAT-2 (WR)
EM-49   NP-7880-A    800     2000.0000    220 KV RANCHI(PG) - HATIA (JUVNL)-3
EM-50	NP-6086-A    1000    3636.3636	  400 KV SIDE OF 400/220 KV PURNEA(PG) 500MVA ICT-2
EM-51	NP-7828-A    2000    3636.3636	  400 KV PURNEA(PG)-MUZAFFARPUR(PG) -1
EM-52	NP-7829-A    2000    3636.3636	  400 KV PURNEA(PG)-MUZAFFARPUR(PG) -2
EM-53   ER-1885-A    2000    3636.3636    400 KV PATNA(PG) - BALIA (NR)-2
EM-54   NP-5272-A    2000    3636.3636    400 KV PATNA(PG) - BARH(NTPC)-I
EM-55   ER-1922-A    1000    3636.3636    400 KV SIDE OF PATNA(PG) 500 MVA ICT-1
EM-56   ER-1314-A    1600    2000.0000    220 KV SIDE OF PATNA(PG) 500 MVA ICT-1
EM-57   ER-1886-A    2000    3636.3636    400 KV PATNA (PG) - BALIA (NR)-1
EM-58   ER-1773-A    800     2000.0000    220 KV BARIPADA (PG) - BALASORE (GRIDCO)-2          
EM-59   ER-1567-A    800     2000.0000    220 KV SIDE OF BARIPADA(PG) 220/132 KV ICT-1
EM-60   NP-5878-A    600     3636.3636    400 KV SIDE OF RANCHI(PG) 315MVA ICT-1
EM-61   NP-5870-A    800     2000.0000    220 KV SIDE OF RANCHI(PG) 315MVA ICT-1
EM-62   ER-1407-A    1000    3636.3636    400 KV SIDE OF 500 MVA PATNA(PG) ICT-2
EM-63   ER-1311-A    1600    2000.0000    220 KV SIDE OF 500 MVA PATNA(PG) ICT-2
EM-64   ER-1921-A    800     2000.0000    220 KV PATNA(PG) - FATUA(BSPHCL)
EM-65   NP-5832-A    800     2000.0000    220 KV PATNA(PG) - KHAGAUL(BSPHCL)-1
EM-66   ER-1772-A    400     1200.0000    132 KV BARIPADA(PG)-JALESWAR(GRIDCO)
EM-67   ER-1735-A    2000    3636.3636    400 KV BINAGURI(PG)-RANGPO(PG)-1
EM-68   ER-1737-A    2000    3636.3636    400 KV BINAGURI(PG)-RANGPO(PG)-2
EM-69   ER-1452-A    1200    3.6363636    800 KVA AUX TRSF(LOADED ON TERT OF BARIPADA)
EM-71   NP-5838-A    2000    3636.3636    400 KV PATNA(PG) - BARH(NTPC)-II 
EM-72   ER-1881-A    800     2000.0000    220 KV ARAH (PG)-NAUBATPUR(BSPHCL)-1    
EM-73   ER-1888-A    800     2000.0000    220 KV ARAH (PG)-NAUBATPUR(BSPHCL)-2     
EM-74   NP-5846-A    2000    3636.3636    400 KV SUBHASGRAM(PG)-JEERAT(WB)
EM-75   NP-6470-A    800     1200.0000    132 KV BIRPARA(PG)-BIRPARA(WB)-2
EM-76   NP-5072-A    1000    3636.3636    400 KV JAMSHEDPUR(PG)-MEJIA(DVC)
EM-80	ER-1711-A    1000    2000.0000	  220 KV MAITHON (PG) - KALYANESWARI (DVC) -1
EM-81	ER-1717-A    1000    2000.0000	  220 KV MAITHON (PG) - KALYANESWARI (DVC) -2
EM-82	NP-5876-A    2000    3636.3636	  400 KV RANCHI(PG)-ROURKELA (PG)-1
EM-83	NP-6530-A    1000    3636.3636	  400 KV RANCHI(PG)-ROURKELA (PG)-2
EM-84   ER-1718-A    1000    3636.3636    400 KV MAITHON(PG)-MAITHON RB(MPL)-1
EM-85   ER-1661-A    1000    3636.3636    400 KV MAITHON(PG)-MAITHON RB(MPL)-2
EM-86   ER-1771-A    1000    3636.3636    400 KV BARIPADA(PG)- TATA JAMSHEDPUR(DVC)
EM-87   ER-1775-A    1000    3636.3636    400 KV BARIPADA(PG)-JAMSHEDPUR(PG)
EM-88   ER-1778-A    1000    3636.3636    400 KV BARIPADA(PG)-PANDIABIL(PG)
EM-89   ER-1748-A    1000    3636.3636    400 KV BARIPADA(PG)-DUBURI(GRIDCO)
EM-90   ER-1560-A    800     2000.0000    220 KV SIDE OF BARIPADA 220/132 KV ICT-2
EM-91   NP-6548-A    1000    3636.3636    400 KV DURGAPUR(PG)- SAGARDIGHI(WB)-1
EM-92   NP-7965-A    1000    3636.3636    400 KV ROURKELLA(PG) - SUNDERGARH(PG)-2
EM-93   NP-6545-A    1000    3636.3636    400 KV ROURKELLA(PG) - SUNDERGARH(PG)-4
EM-94   NP-7839-A    2000    3636.3636    400 KV RANCHI(PG)- DHANBAD(NKTL)-I
EM-95   NP-8681-A    2000    3636.3636    400 KV RANCHI(PG)- DHANBAD(NKTL)-II
EM-96   ER-1072-A    800     2000.0000    220 KV DALKHOLA(PG)-DALKHOLA(WBSETCL)LINE-2
EM-97   ER-1725-A    1000    3636.3636    400 KV MAITHON(PG)-MEJIA(DVC) LINE-I
EM-98   ER-1665-A    1000    3636.3636    400 KV MAITHON(PG)-MEJIA(DVC) LINE-II
EM-99   ER-1263-A    50      300.0000     33  KV GAYA(PG) TERTIARY LOAD AT ICT-1
EP-01   NP-7414-A    2000    3636.3636    400 KV PUSAULI(PG)-VARANASI(NR)
EP-02   NP-7468-A    2000    3636.3636    400 KV PUSAULI(PG) SPARE BAY
EP-03   ER-1884-A    2000    3636.3636    400 KV BIHARSHARIFF(PG)-VARANASI(NR)-1
EP-04   ER-1938-A    2000    3636.3636    400 KV BIHARSHARIFF(PG)-VARANASI(NR)-2
EP-05   ER-1662-A    1000    3636.3636    400 KV MAITHON(PG)-DURGAPUR(PG) LINE-I
EP-06   ER-1724-A    1000    3636.3636    400 KV MAITHON(PG)-DURGAPUR(PG) LINE-II
EP-07   NP-8760-A    2000    3636.3636    400 KV SASARAM (PG) NORTH BUS- VARANASI(NR)
EP-08	NP-6091-A    2000    3636.3636	  400 KV SASARAM (PG) NORTH BUS- ALLAHABAD(NR)
EP-11   ER-1419-A    600     3636.3636    400 KV SIDE GAYA(PG) 400/220 315 MVA ICT-2
EP-12   ER-1411-A    1000    3636.3636    400 KV SIDE GAYA(PG) 400/220 500 MVA ICT-1 
EP-13   ER-1893-A    800     2000.0000    220 KV GAYA (PG)-BODHGAYA(BSPHCL) LINE-I
EP-14   NP-8661-A    800     2000.0000    220 KV GAYA (PG)-BODHGAYA(BSPHCL) LINE-II
EP-15   NP-7857-A    800     2000.0000    220 KV GAYA (PG)-DEHRI(BSPHCL) LINE-I
EP-16   NP-6098-A    800     2000.0000    220 KV GAYA (PG)-DEHRI(BSPHCL) LINE-II
EP-17   NP-7469-A    2000    6954.5455    765 KV SIDE OF 765/400 KV 1500MVA GAYA(PG) ICT-2
EP-18   NP-8660-A    2000    6954.5455    765 KV SIDE OF 765/400 KV 1500MVA GAYA(PG) ICT-3
EP-19   ER-1932-A    2000    6954.5455    765 KV GAYA(PG)-VARANASI-1(NR)
EP-20   NP-8645-A    1000    3636.3636    400 KV JAMSHEDPUR(PG)-DSTPP(ANDAL)-I
EP-21   ER-1211-A    1000    3636.3636    400 KV JAMSHEDPUR(PG)-DSTPP(ANDAL)-II
EP-22   ER-1716-A    2000    3636.3636    400 KV MAITHON(PG)-RTPS(DVC)
EP-23   ER-1212-A    2000    3636.3636    400 KV SASARAM(PG)-NABI NAGAR(BRBCL)-II
EP-24   NP-8699-A    2000    3636.3636    400 KV SASARAM(PG)-NABI NAGAR(BRBCL)-I
EP-25   NP-8640-A    2000    3636.3636    400 KV BIHARSHARIFF(PG)-KODERMA(DVC)LINE-I
EP-26   ER-1374-A    2000    3636.3636    400 KV BIHARSHARIFF(PG)-KODERMA(DVC)LINE-II
EP-27   NP-7425-A    400     1200.0000    132 KV ARAH(PG)- JAGDISHPUR(BSPHCL)-2
EP-28   ER-1170-A    2000    6954.5455    765 KV SIDE OF 765/400 KV 1500MVA GAYA(PG) ICT-1
EP-29   NP-6119-A    2000    3636.3636    400 KV JAMSHEDPUR(PG)-APNRL-I
EP-30   ER-1220-A    2000    3636.3636    400 KV JAMSHEDPUR(PG)-APNRL-II 
EP-31   NP-7537-A    1000    3636.3636    400 KV BOLANGIR(PG)-JEYPORE(PG)
EP-32   NP-7538-A    1000    3636.3636    400 KV BOLANGIR(PG)-MERAMUNDALI(GRIDCO) 
EP-33   ER-1582-A    600     3636.3636    400 KV SIDE BOLANGIR(PG) KV 500 MVA ICT-2
EP-34   NP-7863-A    1000    3636.3636    400 KV BANKA(PG)-BIHARSHARIFF(PG) LINE-I
EP-35   NP-7861-A    1000    3636.3636    400 KV BANKA(PG)-BIHARSHARIFF(PG) LINE-II
EP-36   NP-7860-A    1000    3636.3636    400 KV BANKA(PG)-KAHALGAON(NTPC) LINE-I
EP-37   NP-7862-A    1000    3636.3636    400 KV BANKA(PG)-KAHALGAON(NTPC) LINE-II
EP-38   ER-1349-A    600     3636.3636    400 KV SIDE BANKA(PG) 400/132 200 MVA ICT-1
EP-39   ER-1347-A    600     3636.3636    400 KV SIDE BANKA(PG) 400/132 200 MVA ICT-2
EP-40   NP-7685-A    2000    3636.3636    400 KV PATNA(PG)-BARH(NTPC)-3
EP-41   NP-8632-A    2000    3636.3636    400 KV PATNA(PG)-BARH(NTPC)-4
EP-42   NP-7684-A    2000    3636.3636    400 KV PATNA(PG)-NAUBATPUR(BGCL)-1
EP-43   NP-8634-A    2000    3636.3636    400 KV PATNA(PG)-NAUBATPUR(BGCL)-2
EP-44   NP-6116-A    1000    3636.3636    400 KV JAMSHEDPUR(PG)-TATA STEEL(DVC)
EP-46   NP-7864-A    800     2000.0000    220 KV PATNA(PG)-SIPARA(BSPHCL) LINE-I
EP-47   NP-7838-A    800     2000.0000    220 KV PATNA(PG)-SIPARA(BSPHCL) LINE-II
EP-48   ER-1486-A    600     3636.3636    400 KV SIDE OF 400/220 KV 315 MVA SUBHASGRAM(PG) ICT-3
EP-49   NP-5891-A    800     1200.0000    132 KV SIDE OF BIRPARA(PG) 220/132 160 MVA ICT-2
EP-50   ER-1712-A    2000    3636.3636    400 KV MAITHON(PG)-GAYA(PG)-I
EP-51   ER-1714-A    2000    3636.3636    400 KV MAITHON(PG)-GAYA(PG)-II
EP-52   NP-7832-A    800     1200.0000    132 KV BANKA(PG)-BANKA(BSPHCL)-1
EP-53   NP-7834-A    800     1200.0000    132 KV BANKA(PG)-SABOUR(BSPHCL)-1
EP-54   ER-1479-A    800     1200.0000    132 KV SIDE OF 220/132(160 MVA)SILIGURI(PG)ICT-2
EP-55   ER-1071-A    800     2000.0000    220 KV DALKHOLA(PG)-DALKHOLA(WBSETCL)LINE-1 
EP-56   ER-1226-A    800     2000.0000    220 KV MUZAFFARPUR(PG)-HAJIPUR(BSPHCL) LINE-1 
EP-57   ER-1228-A    800     2000.0000    220 KV MUZAFFARPUR(PG)-HAJIPUR(BSPHCL) LINE-2 
EP-58   ER-1537-A    600     3636.3636    400 KV SIDE OF 400/220 KV 315 MVA SUBHASGRAM(PG) ICT-4
EP-59   NP-6096-A    3000    6954.5455    765 KV PUSAULI(PG)- FATEHPUR(NR)
EP-60   ER-1836-A    3000    6954.5455    765 kV SIDE OF 1500 MVA PUSAULI(PG) 765/400 ICT-1
EP-61   ER-1837-A    3000    3636.3636    400 KV SIDE OF 1500 MVA PUSAULI(PG) 765/400 ICT-1
EP-62   ER-1763-A    1000    3636.3636    400 KV KEONJHAR(PG)-BARIPADA(PG)LINE
EP-63   ER-1744-A    1000    3636.3636    400 KV KEONJHAR(PG)-RENGALI(PG) LINE 
EP-64   ER-1589-A    600     3636.3636    400 KV SIDE OF 315 MVA 400/220 KV KEONJHAR(PG) ICT-1
EP-65   ER-1587-A    600     3636.3636    400 KV SIDE OF 315 MVA 400/220 KV KEONJHAR(PG) ICT-2
EP-66   ER-1741-A    2000    3636.3636    400 KV SUNDERGARH(PG)-RAIGARH(WR) LINE-2
EP-67   NP-7912-A    2000    3636.3636    400 KV SUNDERGARH(PG)-ROURKELA(PG)LINE-2
EP-68   ER-1745-A    2000    3636.3636    400 KV SUNDERGARH(PG)-RAIGARH(WR) LINE-1
EP-69   NP-7898-A    2000    3636.3636    400 KV SUNDERGARH(PG)-ROURKELA(PG)-LINE-1
EP-70   NP-7910-A    2000    3636.3636    400 KV ANGUL(PG)-BOLANGIR(PG) LINE
EP-71   ER-1743-A    2000    3636.3636    400 KV ANGUL(PG)-MERAMUNDLI(GRIDCO) LINE-1
EP-72   ER-1144-A    1600    2000.0000    220 KV SUBHASGRAM(PG)-EMBYPASS CESC(WB) LINE-1
EP-73   ER-2131-A    1600    2000.0000    220 KV SUBHASGRAM(PG)-EMBYPASS CESC(WB) LINE-2
EP-74   NP-6064-A    1000    3636.3636    400 KV BIHARSHARIFF(PG)-LAKHISARAI(PG) LINE-1
EP-75   NP-7842-A    1000    3636.3636    400 KV BIHARSHARIFF(PG)-LAKHISARAI(PG) LINE-2
EP-76   ER-1663-A    1000    3636.3636    400 KV MAITHON(PG)-KAHALGAON(NTPC) LINE-1
EP-77   ER-1669-A    1000    3636.3636    400 KV MAITHON(PG)-KAHALGAON(NTPC) LINE-2
EP-78   ER-1720-A    1000    3636.3636    400 KV MAITHON(PG)-RANCHI(PG) LINE
EP-79   ER-2127-A    1000    3636.3636    400 KV DURGAPUR(PG)-KAHALGAON(NTPC) LINE-1
EP-80   ER-2043-A    1000    3636.3636    400 KV DURGAPUR(PG)-KAHALGAON(NTPC) LINE-2
EP-81   ER-1750-A    1000    3636.3636    400 KV RENGALI(PG)-TALCHER(NTPC) LINE-1
EP-82   ER-1742-A    1000    3636.3636    400 KV RENGALI(PG)-TALCHER(NTPC) LINE-2
EP-83   ER-1175-A    800     2000.0000    220 KV NEW PURNEA(PG)-MADHEPURA(BSPHCL) LINE-1
EP-84   ER-1176-A    800     2000.0000    220 KV NEW PURNEA(PG)-MADHEPURA(BSPHCL) LINE-2
EP-85   NP-7894-A    2000    3636.3636    400 KV PURNEA(PG)-BIHARSHARIFF(PG) LINE-2
EP-86   NP-7835-A    2000    3636.3636    400 KV PURNEA(PG)-BIHARSHARIFF(PG) LINE-1
EP-87   ER-2006-A    2000    3636.3636    400 KV BERHAMPORE(PG)-FARAKKA(NTPC)LINE-1(MAIN)
EP-88   NP-7989-A    2000    3636.3636    400 KV BERHAMPORE(PG)-FARAKKA(NTPC)LINE-1(CHECK)
EP-89   ER-2009-A    2000    3636.3636    400 KV BERHAMPORE(PG)-FARAKKA(NTPC)LINE-2(MAIN)
EP-90   NP-7611-A    2000    3636.3636    400 KV BERHAMPORE(PG)-FARAKKA(NTPC)LINE-2(CHECK)
EP-91   ER-1086-A    2000    3636.3636    400 KV SIDE OF MALDA(PG) 400/220 500MVA ICT-3
EP-92   ER-1738-A    1000    3636.3636    400 KV MALDA(PG)-PURNEA(PG)LINE-1
EP-93   ER-1135-A    2000    3636.3636    400 KV BERHAMPORE(PG)-BHERAMARA(BNGLADESH)LINE-1(MAIN)
EP-94   ER-1140-A    2000    3636.3636    400 KV BERHAMPORE(PG)-BHERAMARA(BNGLADESH)LINE-1(CHECK)
EP-95   ER-2108-A    2000    3636.3636    400 KV BERHAMPORE(PG)-BHERAMARA(BNGLADESH)LINE-2(MAIN)
EP-96   ER-1624-A    2000    3636.3636    400 KV BERHAMPORE(PG)-BHERAMARA(BNGLADESH)LINE-2(CHECK)
EP-97   ER-1502-A    800     1200.0000    132 KV SIDE OF MALDA(PG) 220/132 160 MVA ICT-1
EP-98   ER-1103-A    800     1200.0000    132 KV SIDE OF MALDA(PG) 220/132 160 MVA ICT-2
EP-99   ER-1575-A    600     3636.3636    400 KV SIDE BOLANGIR(PG) KV 500 MVA ICT-1
EN-01   NP-7840-A    2000    3636.3636    400 KV BIHARSHARIFF(PG)-PURNEA(PG) LINE-1
EN-02   NP-7859-A    2000    3636.3636    400 KV BIHARSHARIFF(PG)-PURNEA(PG) LINE-2
EN-03   NP-8680-A    2000    3636.3636    400 KV RANCHI(PG)- RANCHI NEW(PG) LINE-2
EN-04   ER-1472-A    2000    3636.3636    400 KV SIDE OF MALDA(PG) 400/220 500 MVA ICT-5
EN-05   NP-7837-A    2000    3636.3636    400 KV RANCHI(PG)- RANCHI NEW(PG) LINE-1
EN-06   ER-1715-A    2000    3636.3636    400 KV BINAGURI(PG)-ALIPURDUAR (PG)-1
EN-07   ER-1731-A    2000    3636.3636    400 KV BINAGURI(PG)-ALIPURDUAR (PG)-2
EN-08   ER-1402-A    2000    3636.3636    400 KV RANCHI(PG)- RANCHI NEW(PG) LINE-3
EN-09   NP-7873-A    2000    3636.3636    400 KV RANCHI(PG)- RANCHI NEW(PG) LINE-4
EN-10   ER-1730-A    2000    6954.5455    765 KV RANCHI NEW(PG)-DHARAMJAYGARH(WR)-1
EN-11   NP-7876-A    2000    3636.3636    400 KV RANCHI NEW(PG)- RANCHI(PG) LINE-1
EN-12   NP-7849-A    2000    3636.3636    400 KV RANCHI NEW(PG)- RANCHI(PG) LINE-2
EN-13   NP-7866-A    2000    3636.3636    400 KV RANCHI NEW(PG)- RANCHI(PG) LINE-3
EN-14   NP-7865-A    2000    3636.3636    400 KV RANCHI NEW(PG)- RANCHI(PG) LINE-4
EN-15   ER-1999-A    800     1200.0000    132 KV SIDE OF BIRPARA(PG) 220/132 160 MVA ICT-1
EN-16   ER-1141-A    1000    3636.3636    400 KV SUBHASHGRAM(PG)-HALDIA CESC(WB) LINE-1
EN-17   ER-1679-A    1000    3636.3636    400 KV SUBHASHGRAM(PG)-HALDIA CESC(WB) LINE-2
EN-18   ER-1487-A    1000    2000.0000    220 KV SIDE OF SUBHASHGRAM(PG) 400/220 315 MVA ICT-4
EN-19   ER-1833-A    3000    3636.3636    400 KV SIDE OF RANCHI NEW(PG) 765/400 ICT-2
EN-20   ER-1468-A    800     1200.0000    132 KV RANGPO(PG)-CHUZACHEN(GATI)-1
EN-21   NP-7959-A    800     1200.0000    132 KV RANGPO(PG)-MELLI(SIKKIM)
EN-22   NP-7933-A    600     2000.0000    220 KV SIDE OF RANGPO(PG) 220/132 100 MVA ICT-1
EN-23   ER-1710-A    600     3636.3636    400 KV SIDE OF RANGPO(PG) 400/220 315 MVA ICT-4
EN-24   ER-1695-A    2000    3636.3636    400 KV RANGPO(PG)-TEESTA(NHPC) LINE-1
EN-25   ER-1673-A    2000    3636.3636    400 KV RANGPO(PG)-BINAGURI(PG) LINE-1
EN-26   NP-7885-A    2000    3636.3636    400 KV LAKHISARAI(PG)-KAHALGAON(NTPC) LINE-1
EN-27   ER-1332-A    2000    3636.3636    400 KV LAKHISARAI(PG)-BIHARSHARIFF(PG) LINE-1
EN-28   ER-1464-A    1000    2000.0000    220 KV SIDE OF SUBHASHGRAM(PG) 400/220 315 MVA ICT-3
EN-29   ER-1085-A    2000    3636.3636    400 KV ANGUL(PG)-JITPL LINE-1 (MAIN)
EN-30   ER-1087-A    2000    3636.3636    400 KV ANGUL(PG)-JITPL LINE-2 (MAIN)
EN-31   ER-1765-A    2000    3636.3636    400 KV ANGUL(PG) - TALCHER(NTPC)
EN-32   ER-1764-A    2000    3636.3636    400 KV ANGUL(PG)-MERAMUNDALI(GRIDCO)-2
EN-33   ER-1614-A    600     3636.3636    400 KV SIDE OF RANGPO(PG) 315 MVA 400/220 ICT-3
EN-34   ER-1707-A    600     3636.3636    400 KV SIDE OF RANGPO(PG) 315 MVA 400/220 ICT-5
EN-35   NP-7924-A    600     2000.0000    220 KV SIDE OF RANGPO(PG) 100 MVA 220/132 ICT-2
EN-36   ER-1101-A    600     2000.0000    220 KV SIDE OF RANGPO(PG) 100 MVA 220/132 ICT-3
EN-37   ER-1873-A    600     3636.3636    400 KV SIDE OF LAKHISARAI(PG) 200 MVA 400/132 ICT-2
EN-38   ER-1148-A    600     3636.3636    400 KV SIDE OF RANGPO(PG) 315 MVA 400/220 ICT-2
EN-39   ER-1039-A    600     3636.3636    400 KV SIDE OF RANGPO(PG) 315 MVA 400/220 ICT-1
EN-40   NP-7906-A    2000    6954.5455    765 KV SIDE OF SUNDERGARH(PG) 1500 MVA 765/400 ICT-2
EN-41   ER-1062-A    3000    6954.5455    765 KV SIDE OF SUNDERGARH(PG)-DAHARAMJAYGARH(WR) LINE-3
EN-42   ER-1023-A    3000    6954.5455    765 KV SIDE OF SUNDERGARH(PG)-DAHARAMJAYGARH(WR) LINE-4
EN-43   NP-7629-A    2000    3636.3636    400 KV ANGUL(PG)-JITPL LINE-1 (CHECK)
EN-44   NP-7949-A    2000    3636.3636    400 KV ANGUL(PG)-JITPL LINE-2 (CHECK)
EN-45   ER-2061-A    2000    6954.5455    765 KV SIDE OF ANGUL(PG) 1500 MVA 765/400 ICT-1
EN-46   NP-7432-A    2000    3636.3636    400 KV LAKHISARAI(PG)-KAHALGAON(NTPC)-2
EN-47   NP-7886-A    2000    3636.3636    400 KV LAKHISARAI(PG)-BIHARSHARIFF(PG)-2
EN-48   NP-8691-A    2000    3636.3636    400 KV GAYA(PG)-KODERMA(DVC)-2
EN-49   NP-8687-A    2000    3636.3636    400 KV GAYA(PG)-MAITHON(PG)-2
EN-50   ER-2206-A    600     3636.3636    400 KV SIDE OF LAKHISARAI(PG) 200 MVA 400/132 ICT-1
EN-51   NP-7888-A    800     1200.0000    132 KV LAKHISARAI(PG)-LAKHISARAI(BSPHCL)-1
EN-52   NP-7431-A    800     1200.0000    132 KV LAKHISARAI(PG)-LAKHISARAI(BSPHCL)-2
EN-53   NP-8654-A    2000    3636.3636    400 KV PATNA(PG) - SAHARSHA(PMTL) LINE-1
EN-54   ER-1107-A    2000    3636.3636    400 KV RANGPO(PG)-TEESTA(NHPC) LINE-2
EN-55   ER-1032-A    2000    3636.3636    400 KV RANGPO(PG)-BINAGURI(PG) LINE-2
EN-56   NP-7883-A    2000    3636.3636    400 KV JAMSHEDPUR(PG)-CHAIBASA(PG) LINE-1
EN-57   NP-7907-A    2000    6954.5455    765 KV SIDE OF SUNDERGARH(PG) 1500 MVA 765/400 ICT-1
EN-58   ER-2142-A    600     3636.3636    400 KV SIDE OF CHAIBASA(PG) 315 MVA 400/220 ICT-2
EN-59   NP-8710-A    400     1200.0000    132 KV RANGPO(PG)-RANGIT(NHPC) LINE
EN-60   NP-8711-A    400     1200.0000    132 KV RANGPO(PG)-GANGTOK(PG) LINE-2
EN-61   NP-8708-A    1600    2000.0000    220 KV SUBHASGRAM(PG)-KLC BANTALA(WB) 
EN-62   ER-1674-A    1600    2000.0000    220 KV SUBHASGRAM(PG)-NEW TOWN(WB)
EN-63   NP-8780-A    2000    3636.3636    400 KV ANGUL(PG)-GMR LINE-1 (MAIN)
EN-64   NP-8781-A    2000    3636.3636    400 KV ANGUL(PG)-GMR LINE-2 (CHECK)
EN-65   NP-8785-A    2000    3636.3636    400 KV ANGUL(PG)-GMR LINE-2 (MAIN)
EN-66   NP-8786-A    2000    3636.3636    400 KV ANGUL(PG)-GMR LINE-1 (CHECK)
EN-67   ER-1928-A    600     3636.3636    400 KV SIDE OF CHAIBASA(PG) 315 MVA 400/220 ICT-1
EN-68   ER-2008-A    2000    3636.3636    400 KV BERHAMPORE(PG)- SAGARDIGHI(WB)-1
EN-69   ER-2005-A    2000    3636.3636    400 KV BERHAMPORE(PG)- SAGARDIGHI(WB)-2
EN-70   NP-7473-A    2000    3636.3636    400 KV GAYA(PG)- KODERMA(DVC)-1
EN-71   NP-8690-A    2000    3636.3636    400 KV GAYA(PG)- MAITHON(PG)-1
EN-72   NP-8633-A    2000    6954.5455    765 KV GAYA(PG)-BALIA(NR)
EN-73   ER-1484-A    1000    3636.3636    400 KV SIDE OF 400/220 KV 500 MVA SUBHASHGRAM(PG) ICT-5
EN-74   ER-1540-A    1600    2000.0000    220 KV SIDE OF 400/220 KV 500 MVA SUBHASHGRAM(PG) ICT-5
EN-77   NP-8778-A    2000    6954.5455    765 KV SIDE OF ANGUL(PG) 1500 MVA 765/400 ICT-4
EN-78   NP-8779-A    2000    6954.5455    765 KV ANGUL(PG)-SUNDERGARH(PG) LINE-II
EN-79   NP-7636-A    2000    6954.5455    765 KV SUNDERGARH(PG)-ANGUL(PG) LINE-4
EN-80   NP-8715-A    1600    2000.0000    220 KV RANGPO(PG)-NEW MELLI(PG) LINE-1
EN-81   NP-8714-A    1600    2000.0000    220 KV RANGPO(PG)-NEW MELLI(PG) LINE-2
EN-82   NP-8777-A    2000    6954.5455    765 KV SIDE OF ANGUL(PG) 1500 MVA 765/400 ICT-2
EN-83   NP-8673-A    300     1200.0000    132 KV BANKA(PG)-SULTANGANJ(BSPHCL) LINE-1
EN-84   NP-8675-A    300     1200.0000    132 KV BANKA(PG)-SULTANGANJ(BSPHCL) LINE-2
EN-85   NP-8746-A    1600    2000.0000    220 KV NEW MELLI(PG)-RANGPO(PG) LINE-1
EN-86   NP-8740-A    1600    2000.0000    220 KV NEW MELLI(PG)-RANGPO(PG) LINE-2
EN-87   NP-8727-A    1000    2000.0000    220 KV MAITHON(PG)-DUMKA(JSEB) LINE-1
EN-88   NP-8739-A    1000    2000.0000    220 KV MAITHON(PG)-DUMKA(JSEB) LINE-2
EN-89   NP-7887-A    400     1200.0000    132 KV LAKHISARAI(PG)-JAMUI(BSPHCL)-1
