LOC_ID	METER NO.    CTR     PTR	     PLACE OF INSTALLATION
EN-90   ER-1333-A    400     1200.0000    132 KV LAKHISARAI(PG)-JAMUI(BSPHCL)-2
EN-91   NP-8755-A    2000    3636.3636    400 KV RANCHI NEW(PG)-CHANDWA(PG)-1
EN-92   NP-8754-A    2000    3636.3636    400 KV RANCHI NEW(PG)-CHANDWA(PG)-2
EN-93   NP-8742-A    800     2000.0000    220 KV ARA(PG)- DUMRAON NEW(BSPHCL) LINE-1
EN-94   NP-8743-A    800     2000.0000    220 KV ARA(PG)- DUMRAON NEW(BSPHCL) LINE-2
EN-95   NP-7635-A    2000    6954.5455    765 KV SUNDERGARH(PG)-ANGUL(PG) LINE-3
EN-96   ER-1252-A    800     2000.0000    220 KV RANCHI(PG)-HATIA(JSEB) LINE-1
EN-97   ER-1923-A    800     2000.0000    220 KV CHAIBASA(PG)-CHAIBASA(JUVNL)-1
EN-98   ER-1924-A    800     2000.0000    220 KV CHAIBASA(PG)-CHAIBASA(JUVNL)-2
EN-99   NP-8753-A    2000    6954.5455    765 KV RANCHI NEW(PG)-DHARAMJAYGARH(WR)-2
EH-01   ER-1620-A    800     1200.0000    132 KV RANGPO(PG)-GANGTOK(PG) LINE-1
EH-02   ER-1770-A    1000    3636.3636    400 KV ROURKELA(PG)-TALCHER(NTPC) LINE-1
EH-03   ER-1766-A    1000    3636.3636    400 KV ROURKELA(PG)-TALCHER(NTPC) LINE-2
EH-04   ER-1386-A    1000    3636.3636    400 KV HV SIDE OF 500 MVA BIHARSHARIFF(PG) ICT-4
EH-05   ER-1388-A    1600    2000.0000    220 KV BIHARSHARIF(BSPHCL) - BIHARSHARIF(PG)-4
EH-06   ER-1234-A    400     1200.0000    132 KV ARAH(PG)- JAGDISHPUR(BSPHCL)-1
EH-07   ER-1752-A    2000    6954.5455    765 KV SIDE OF SUNDERGARH(PG) 1500 MVA 765/400 ICT-3
EH-08   ER-1751-A    2000    6954.5455    765 KV SIDE OF SUNDERGARH(PG) 1500 MVA 765/400 ICT-4
EH-09   ER-1309-A    600     3636.3636    400 KV SIDE OF LAKHISARAI(PG) 315 MVA 400/132 ICT-3
EH-10   ER-1308-A    1600    1200.0000    132 KV SIDE OF LAKHISARAI(PG) 315 MVA 400/132 ICT-3
EH-11   ER-1362-A    600     3636.3636    400 KV SIDE BANKA(PG) 400/132 KV 315 MVA ICT-3
EH-12   ER-1367-A    1600    1200.0000    132 KV SIDE BANKA(PG) 400/132 KV 315 MVA ICT-3
EH-13   ER-1301-A    3000    3636.3636    400 KV CHANDWA(PG) - NORTH KARANPURA(NTPC)-1
EH-14   ER-2152-A    3000    3636.3636    400 KV CHANDWA(PG) - NORTH KARANPURA(NTPC)-2 
EH-16   ER-1634-A    2000    3636.3636    400 KV BERHAMPORE(PG)-BHERAMARA(BNGLADESH)LINE-3(MAIN)
EH-17   ER-1638-A    2000    3636.3636    400 KV BERHAMPORE(PG)-BHERAMARA(BNGLADESH)LINE-3(CHECK)
EH-18   ER-2010-A    2000    3636.3636    400 KV BERHAMPORE(PG)-BHERAMARA(BNGLADESH)LINE-4(MAIN)
EH-19   ER-1633-A    2000    3636.3636    400 KV BERHAMPORE(PG)-BHERAMARA(BNGLADESH)LINE-4(CHECK)
EH-20	ER-1664-A    1000    3636.3636	  400 KV SIDE OF MAITHON (PG) 500 MVA 400/220 KV ICT-3
EH-21	ER-1704-A    1600    2000.0000	  220 KV SIDE OF MAITHON (PG) 500 MVA 400/220 KV ICT-3
EH-22   ER-1762-A    1600    2000.0000    220 KV BOLANGIR(PG)-SADEIPALI(GRIDCO)[BOLANGIR NEW]-2
EH-23   ER-1630-A    3000    6954.5455    765 KV RANCHI NEW(PG)-MEDINIPUR(PG)-1
EH-24   ER-1894-A    3000    6954.5455    765 KV RANCHI NEW(PG)-MEDINIPUR(PG)-2
EH-25   ER-1335-A    3000    3636.3636    400 KV CHANDAUTI(PG)-NPGC-1 LINE
EH-26   ER-1391-A    3000    3636.3636    400 KV CHANDAUTI(PG)-NPGC-2 LINE
EH-27   ER-1393-A    3000    3636.3636    400 KV CHANDAUTI(PG)-GAYA(PG)-2 LINE
EH-28   ER-1931-A    3000    3636.3636    400 KV CHANDAUTI(PG)-GAYA(PG)-1 LINE
EH-29   ER-1395-A    3000    3636.3636    400 KV SIDE OF CHANDAUTI(PG) 500 MVA ICT-1
EH-30   ER-1804-A    1600    2000.0000    220 KV SIDE OF CHANDAUTI(PG) 500 MVA ICT-1
EH-31   ER-1933-A    3000    3636.3636    400 KV SIDE OF CHANDAUTI(PG) 500 MVA ICT-2
EH-32   ER-1337-A    1600    2000.0000    220 KV SIDE OF CHANDAUTI(PG) 500 MVA ICT-2
EH-33   ER-1934-A    3000    3636.3636    400 KV SIDE OF CHANDAUTI(PG) 500 MVA ICT-3
EH-34   ER-1400-A    1600    2000.0000    220 KV SIDE OF CHANDAUTI(PG) 500 MVA ICT-3
EH-35   ER-1690-A    3000    6954.5455    765 KV MEDINIPUR(PG)-RANCHI NEW(PG)-1 LINE
EH-36   ER-1687-A    3000    6954.5455    765 KV MEDINIPUR(PG)-RANCHI NEW(PG)-2 LINE
EH-37   ER-1628-A    800     2000.0000    220 KV SIDE OF RANGPO(PG) 220/132KV 100 MVA ICT-4
EH-38   ER-1726-A    800     1200.0000    132 KV SIDE OF RANGPO(PG) 220/132KV 100 MVA ICT-4
EH-39   ER-1683-A    3000    6954.5455    765 KV SIDE OF MEDINIPUR(PG) 765/400KV 1500 MVA ICT-1
EH-40   ER-1622-A    2000    3636.3636    400 KV SIDE OF MEDINIPUR(PG) 765/400KV 1500 MVA ICT-1
EH-41   ER-1685-A    3000    6954.5455    765 KV SIDE OF MEDINIPUR(PG) 765/400KV 1500 MVA ICT-2
EH-42   ER-1623-A    2000    3636.3636    400 KV SIDE OF MEDINIPUR(PG) 765/400KV 1500 MVA ICT-2
EH-43   ER-1681-A    2000    3636.3636    400 KV MEDINIPUR(PG)-KHARAGPUR(WB)-1
EH-44   ER-1688-A    2000    3636.3636    400 KV MEDINIPUR(PG)-KHARAGPUR(WB)-2
EH-45   ER-1689-A    2000    3636.3636    400 KV MEDINIPUR(PG)-CHANDITALA(WB)-1
EH-46   ER-1629-A    2000    3636.3636    400 KV MEDINIPUR(PG)-CHANDITALA(WB)-2
EH-47   ER-1626-A    50      300.00000    33 KV SIDE OF MEDINIPUR(PG) 765/400/33KV 1500 MVA ICT-1(TERTIARY)
EH-48   ER-1686-A    3000    6954.5455    765 KV MEDINIPUR(PG)-JEERAT(WB) LINE-1
EH-49   ER-1684-A    3000    6954.5455    765 KV MEDINIPUR(PG)-JEERAT(WB) LINE-2
EH-50   ER-1607-A    1600    2000.0000    220 KV RANGPO(PG)-RONGNICHU(MBPCL) CKT-1(MAIN)
EH-51   ER-1608-A    1600    2000.0000    220 KV RANGPO(PG)-RONGNICHU(MBPCL) CKT-2(MAIN)
EH-52   ER-1609-A    1600    2000.0000    220 KV RANGPO(PG)-RONGNICHU(MBPCL) CKT-1(CHECK)
EH-53   ER-1701-A    1600    2000.0000    220 KV RANGPO(PG)-RONGNICHU(MBPCL) CKT-2(CHECK)
EH-54   ER-1811-A    3000    3636.3636    400 KV SITAMARHI(PMTL)-DARBHANGA(DMTCL) LINE-1
EH-55   ER-1817-A    3000    3636.3636    400 KV SITAMARHI(PMTL)-DARBHANGA(DMTCL) LINE-2
EH-56   ER-1818-A    3000    3636.3636    400 KV SITAMARHI(PMTL)-MOTIHARI(DMTCL) LINE-1
EH-57   ER-1812-A    3000    3636.3636    400 KV SITAMARHI(PMTL)-MOTIHARI(DMTCL) LINE-2
EH-58   ER-1875-A    3000    3636.3636    400 KV SIDE OF SITAMARHI(PMTL) 500MVA 400/220/33KV ICT-2
EH-59   ER-1813-A    1600    2000.0000    220 KV SIDE OF SITAMARHI(PMTL) 500MVA 400/220/33KV ICT-2
EH-60   ER-1816-A    3000    3636.3636    400 KV SIDE OF SITAMARHI(PMTL) 500MVA 400/220/33KV ICT-1
EH-61   ER-1815-A    1600    2000.0000    220 KV SIDE OF SITAMARHI(PMTL) 500MVA 400/220/33KV ICT-1
EH-62   ER-1814-A    50      300.00000    33 KV SIDE OF SITAMARHI(PMTL) 500MVA 400/220/33KV ICT-1(TERTIARY)
EH-63   ER-1901-A    50      300.00000    33/0.433 KV 630KVA AUXILIARY TRANSFORMER AT ICT-2 ROURKELA(PG)
EH-64   ER-2025-A    800     2000.0000    220 KV BINAGURI(PG) - SILIGURI(PG) CKT-1
EH-65   ER-2023-A    800     2000.0000    220 KV BINAGURI(PG) - SILIGURI(PG) CKT-2
EH-66   ER-1729-A    50      300.00000    33 KV SIDE OF SILIGURI(PG) TERTIARY TRANSFORMER
EH-67   ER-1913-A    2000    3636.3636    400 KV DHANBAD(NKTL) - MAITHON RB(MPL) CKT-1
EH-68   ER-1914-A    2000    3636.3636    400 KV DHANBAD(NKTL) - MAITHON RB(MPL) CKT-2
EH-69   ER-1915-A    2000    3636.3636    400 KV SIDE OF DHANBAD(NKTL) 500MVA ICT-1
EH-70   ER-1917-A    2000    3636.3636    400 KV SIDE OF DHANBAD(NKTL) 500MVA ICT-2
EH-71   ER-1918-A    1600    2000.0000    220 KV SIDE OF DHANBAD(NKTL) 500MVA ICT-1
EH-72   ER-1919-A    1600    2000.0000    220 KV SIDE OF DHANBAD(NKTL) 500MVA ICT-2
EH-73   ER-1920-A    50      300.00000    33 KV SIDE OF DHANBAD(NKTL) TERTIARY TRANSFORMER-1
EH-74   ER-2028-A    3000    3636.3636    400 KV NEW JEERAT(PMJTL)-JEERAT(WB) CKT-1
EH-75   ER-2024-A    3000    3636.3636    400 KV NEW JEERAT(PMJTL)-JEERAT(WB) CKT-2
EH-76   ER-1798-A    800     2000.0000    220 KV RANCHI(PG)-RAMGARH(DVC)
EH-77   ER-1796-A    800     2000.0000    220 KV RANCHI(PG)-MTPS(DVC)
EH-78   ER-2106-A    2000    6954.5455    765 KV SIDE OF NEW JEERAT(PMJTL) 765/400/33KV 1500 MVA ICT-1
EH-79   ER-2094-A    3000    3636.3636    400 KV SIDE OF NEW JEERAT(PMJTL) 765/400/33KV 1500 MVA ICT-1
EH-80   ER-2007-A    50      300.00000    33 KV SIDE OF NEW JEERAT(PMJTL) 765/400/33KV 1500 MVA ICT-1
EH-81   ER-2090-A    2000    6954.5455    765 KV SIDE OF NEW JEERAT(PMJTL) 765/400/33KV 1500 MVA ICT-2
EH-82   ER-2104-A    3000    3636.3636    400 KV SIDE OF NEW JEERAT(PMJTL) 765/400/33KV 1500 MVA ICT-2
EH-83   ER-1505-A    50      659.09090    33 KV SIDE OF BIRPARA(PG) 630KVA TERTIARY TRANSFORMER
EH-84   ER-1806-A    3000    3636.3636    400 KV SIDE OF SAHARSHA(PMTL) 400/220/33KV 500 MVA ICT-1
EH-85   ER-1822-A    1600    2000.0000    220 KV SIDE OF SAHARSHA(PMTL) 400/220/33KV 500 MVA ICT-1
EH-86   ER-1809-A    50      300.00000    33 KV SIDE OF SAHARSHA(PMTL) 630KVA TERTIARY TRANSFORMER
EH-87   ER-1823-A    3000    3636.3636    400 KV SIDE OF SAHARSHA(PMTL) 400/220/33KV 500 MVA ICT-2
EH-88   ER-1821-A    1600    2000.0000    220 KV SIDE OF SAHARSHA(PMTL) 400/220/33KV 500 MVA ICT-2
EH-89   ER-1827-A    3000    3636.3636    400 KV SAHARSA(PMTL)-KISHANGANJ(PG)-1
EH-90   ER-1824-A    3000    3636.3636    400 KV SAHARSA(PMTL)-KISHANGANJ(PG)-2
EH-91   ER-1825-A    3000    3636.3636    400 KV SAHRSHA(PMTL)-PATNA(PG)-1
EH-92   ER-1826-A    3000    3636.3636    400 KV SAHRSHA(PMTL)-PATNA(PG)-2
EH-93   ER-1202-A    800     2000.0000    220 KV DALTONGANJ(PG)-CHATRA(JUSNL)-1
EH-94   ER-1204-A    800     2000.0000    220 KV DALTONGANJ(PG)-CHATRA(JUSNL)-2
EH-95   NP-5880-A    1000    3.7727272    415 V SIDE BINAGURI(PG) TERTIARY TRANSFORMER
EH-96   ER-2091-A    600     3636.3636    400 KV SIDE OF BINAGURI(PG) 315 MVA ICT-3
EH-97   ER-2093-A    1000    2000.0000    220 KV SIDE OF BINAGURI(PG) 315 MVA ICT-3
EH-98   ER-2040-A    3000    3636.3636    400 KV RANGPO(PG) - KISHANGANJ(PG) LINE-1
EH-99   ER-2037-A    3000    3636.3636    400 KV RANGPO(PG) - KISHANGANJ(PG) LINE-2
EQ-01   ER-1832-A    3000    3636.3636    400 KV SAHARSHA(PMTL) - KISHANGANJ(PG) LINE-4
EQ-02   ER-1831-A    3000    3636.3636    400 KV SAHARSHA(PMTL) - KISHANGANJ(PG) LINE-3
EQ-03   ER-1835-A    3000    3636.3636    400 KV SAHARSHA(PMTL) - DARBHANGA(DMTCL) LINE-2
EQ-04   ER-1834-A    3000    3636.3636    400 KV SAHARSHA(PMTL) - DARBHANGA(DMTCL) LINE-1
EQ-05   ER-1945-A    800     2000.0000    220 KV MUZAFFARPUR(PG)-GORAUL(BSPHCL)-2
EQ-06   ER-1950-A    800     2000.0000    220 KV MUZAFFARPUR(PG)-GORAUL(BSPHCL)-1
EQ-07   ER-1644-A    1600    2000.0000    220 KV SUBHASHGRAM(PG)-BARUIPUR(WB)-1
EQ-08   ER-1645-A    1600    2000.0000    220 KV SUBHASHGRAM(PG)-BARUIPUR(WB)-2
EQ-09   ER-1625-A    2000    3636.3636    400 KV SUBHASHGRAM(PG)-NEW JEERAT(PMJTL)-1
EQ-10   ER-1621-A    2000    3636.3636    400 KV SUBHASHGRAM(PG)-NEW JEERAT(PMJTL)-2
EQ-11   ER-2225-A    2000    3636.3636    400 KV CHANDWA(PG)-LATEHAR(JSEB)-1
EQ-12   ER-2224-A    2000    3636.3636    400 KV CHANDWA(PG)-LATEHAR(JSEB)-2
EQ-13   ER-1781-A    3000    3636.3636    400 KV NORTH KARANPURA(NTPC)-CHANDWA(PG)-1(MAIN)
EQ-14   ER-1790-A    3000    3636.3636    400 KV NORTH KARANPURA(NTPC)-CHANDWA(PG)-1(CHECK)
EQ-15   ER-1783-A    3000    3636.3636    400 KV NORTH KARANPURA(NTPC)-CHANDWA(PG)-2(MAIN)
EQ-16   ER-1784-A    3000    3636.3636    400 KV NORTH KARANPURA(NTPC)-CHANDWA(PG)-2(CHECK)
EQ-17   ER-1782-A    1250    3636.3636    400 KV SIDE OF NORTH KARANPURA(NTPC) GT-1
EQ-18   ER-1785-A    500     3636.3636    400 KV SIDE OF NORTH KARANPURA(NTPC) ST-1
EQ-19   ER-1786-A    500     3636.3636    400 KV SIDE OF NORTH KARANPURA(NTPC) ST-3
EQ-20   ER-2245-A    3000    3636.3636    400 KV NORTH KARANPURA(NTPC)-GAYA(PG)-1(MAIN)
EQ-21   ER-2198-A    3000    3636.3636    400 KV NORTH KARANPURA(NTPC)-GAYA(PG)-1(CHECK)
EQ-22   ER-2226-A    3000    3636.3636    400 KV NORTH KARANPURA(NTPC)-GAYA(PG)-2(MAIN)
EQ-23   ER-2222-A    3000    3636.3636    400 KV NORTH KARANPURA(NTPC)-GAYA(PG)-2(CHECK)
EQ-24   ER-2246-A    800     2000.0000    220 KV PUSAULI(PG)-DURGAWATI(DFCCIL)-1
EQ-25   ER-2247-A    800     2000.0000    220 KV PUSAULI(PG)-DURGAWATI(DFCCIL)-2
EQ-26   ER-2248-A    400     2000.0000    220 KV DURGAWATI(DFCCIL)-PUSAULI(PG)-1
EQ-27   ER-2249-A    400     2000.0000    220 KV DURGAWATI(DFCCIL)-PUSAULI(PG)-2
ES-01   ER-1336-A    1000    3636.3636    400 KV SIDE OF MUZAFFARPUR(PG) 500 MVA ICT-3
ES-02   ER-1313-A    800     2000.0000    220 KV SIDE OF 220/132 ARA(PG) 160 MVA ICT-3
ES-03   NP-8694-A    800     1200.0000    132 KV BANKA(PG)-BANKA(BSPHCL)-2
ES-04   NP-8696-A    800     1200.0000    132 KV BANKA(PG)-SABOUR(BSPHCL)-2
ES-05   NP-7947-A    2000    6954.5455    765 KV SIDE OF ANGUL(PG) 1500 MVA 765/400 ICT-3
ES-06   NP-8788-A    2000    6954.5455    765 KV ANGUL(PG)-SUNDERGARH(PG) LINE-1
ES-07   ER-1361-A    2000    3636.3636    400 KV MUZAFFARPUR(PG)-DHALKEBAR(NEPAL)-2(MAIN)
ES-09   ER-1935-A    2000    3636.3636    400 KV MUZAFFARPUR(PG)-DHALKEBAR(NEPAL)-1(MAIN)
ES-10   NP-8875-A    2000    3636.3636    400 KV PATNA(PG) - SAHARSHA(PMTL) LINE-2
ES-11   NP-8887-A    1600    2000.0000    220 KV KISHANGANJ(PG)-DALKHOLA(PG)-1
ES-12   ER-1878-A    1600    2000.0000    220 KV KISHANGANJ(PG)-DALKHOLA(PG)-2
ES-13   NP-8856-A    1600    2000.0000    220 KV KISHANGANJ(PG)-SILIGURI(PG)-1
ES-14   NP-8886-A    1600    2000.0000    220 KV KISHANGANJ(PG)-SILIGURI(PG)-2
ES-15   NP-8858-A    2000    3636.3636    400 KV SIDE OF KISHANGANJ(PG) 500 MVA 400/220 ICT-2
ES-16   ER-1787-A    2000    3636.3636    400 KV KISHANGANJ(PG)-PURNEA(PG)-1
ES-17   ER-1789-A    2000    3636.3636    400 KV KISHANGANJ(PG)-PURNEA(PG)-2
ES-18   NP-8855-A    2000    3636.3636    400 KV KISHANGANJ(PG)-BINAGURI(PG)-1
ES-19   ER-1867-A    2000    3636.3636    400 KV KISHANGANJ(PG)-BINAGURI(PG)-2
ES-20   NP-8888-A    2000    3636.3636    400 KV KISHANGANJ(PG)-SAHARSHA(PMTL)-1
ES-21   NP-8857-A    2000    3636.3636    400 KV KISHANGANJ(PG)-SAHARSHA(PMTL)-2
ES-22   NP-8790-A    1600    2000.0000    220 KV BOLANGIR(PG)-KATAPALI(GRIDCO)
ES-23   NP-8789-A    1600    2000.0000    220 KV BOLANGIR(PG)-SADEIPALI(GRIDCO)[BOLANGIR NEW]-1
ES-24   NP-8712-A    3000    3636.3636    400 KV RANGPO(PG)- DICKCHU LINE
ES-25   NP-8713-A    3000    3636.3636    400 KV RANGPO(PG)- TEESTA-III LINE
ES-26   NP-8659-A    2000    6954.5455    765 KV GAYA(PG)-VARANASI(NR)-2 
ES-27   NP-8775-A    2000    3636.3636    400 KV MALDA(PG)-FARAKKA(NTPC)-1
ES-28   NP-8776-A    2000    3636.3636    400 KV MALDA(PG)-FARAKKA(NTPC)-2
ES-29   ER-1925-A    2000    3636.3636    400 KV CHAIBASA(PG)- KHARAGPUR(WB)-1
ES-30   ER-1927-A    2000    3636.3636    400 KV CHAIBASA(PG)- KHARAGPUR(WB)-2
ES-31   NP-7442-A    2000    3636.3636    400 KV PANDIABILI(PG)-DUBURI(GRIDCO)
ES-32   ER-2059-A    2000    3636.3636    400 KV PANDIABILI(PG)-MENDHASAL(GRIDCO)-1
ES-33   ER-1596-A    2000    3636.3636    400 KV PANDIABILI(PG)-BARIPADA(PG)
ES-34   ER-2064-A    2000    3636.3636    400 KV PANDIABILI(PG)-MENDHASAL(GRIDCO)-2
ES-35   ER-1583-A    2000    3636.3636    400 KV SIDE OF PANDIABILI(PG) 500 MVA ICT-1
ES-36   ER-1776-A    2000    3636.3636    400 KV SIDE OF PANDIABILI(PG) 500 MVA ICT-2
ES-37   NP-8759-A    2000    3636.3636    400 KV GAYA(PG) - CHANDWA(PG)-1 
ES-38   NP-8663-A    2000    3636.3636    400 KV GAYA(PG) - CHANDWA(PG)-2
ES-39   NP-7462-A    1000    3.7727272    415 V  SIDE OF 33/0.415 PANDIABILI TERTIARY. 
ES-40   NP-8692-A    150     300.00000    33  KV SIDE OF 33/0.415 2.5 MVA PUSAULI TRT TRF-2
ES-41   NP-8693-A    150     300.00000    33  KV SIDE OF 33/0.415 2.5 MVA PUSAULI HVDC TRF-2
ES-43   ER-1794-A    2000    3636.3636    400 KV MUZAFFARPUR(PG)-DARBHANGA(DMTCL)-1
ES-44   NP-6078-A    2000    3636.3636    400 KV MUZAFFARPUR(PG)-DARBHANGA(DMTCL)-2
ES-45   ER-1747-A    1000    3636.3636    400 KV SIDE 500 MVA 400/220 BARIPADA(PG) ICT-3
ES-46   NP-7413-A    2000    3636.3636    400 KV SIDE 500 MVA 400/220 KISHANGANJ(PG) ICT-1
ES-47   ER-1788-A    1600    2000.0000    220 KV KISHANGANJ(PG)-KISHANGANJ(BSPTCL)-1
ES-48   ER-1296-A    1600    2000.0000    220 KV KISHANGANJ(PG)-KISHANGANJ(BSPTCL)-2
ES-49   ER-1159-A    1600    2000.0000    220 KV KISHANGANJ(PG)-KISHANGANJ(BSPTCL)-3
ES-50   ER-1154-A    1600    2000.0000    220 KV KISHANGANJ(PG)-KISHANGANJ(BSPTCL)-4
ES-51   ER-1470-A    1600    2000.0000    220 KV NEW MELLI(PG)-JORETHANG(JLHEP)-1
ES-52   ER-1461-A    1600    2000.0000    220 KV NEW MELLI(PG)-JORETHANG(JLHEP)-2
ES-53   NP-7415-A    800     2000.0000    220 KV GAYA (PG)-CHANDAUTI(PG) LINE-II
ES-54   ER-1475-A    800     2000.0000    220 KV ALIPURDUAR(PG)-BIRAPARA(PG)-1
ES-55   ER-1476-A    800     2000.0000    220 KV ALIPURDUAR(PG)-BIRAPARA(PG)-2
ES-56   ER-1005-A    800     2000.0000    220 KV ALIPURDUAR(PG)-SALAKATI(NER)-1
ES-57   ER-1006-A    800     2000.0000    220 KV ALIPURDUAR(PG)-SALAKATI(NER)-2
ES-58   ER-1016-A    2000    6954.5455    765 KV ANGUL(PG)-SRIKAKULAM(SR)-2
ES-59   ER-1015-A    2000    6954.5455    765 KV ANGUL(PG)-SRIKAKULAM(SR)-1
ES-60   NP-8890-A    2000    3636.3636    400 KV JAMSHEDPUR(PG) - CHAIBASA(PG)-2
ES-61   ER-1463-A    1000    2000.0000    220 KV SIDE OF 400/220 KV 315 MVA ALIPURDUAR(PG) ICT-1
ES-62   NP-7827-A    800     2000.0000    220 KV GAYA (PG)-CHANDAUTI(PG) LINE-I
ES-63   ER-1498-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-BINAGURI(PG)-1
ES-64   ER-1046-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-BINAGURI(PG)-2
ES-65   ER-1492-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-BONGAIGAON(NER)-1
ES-66   ER-1494-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-BONGAIGAON(NER)-2
ES-67   ER-1236-A    2000    3636.3636    400 KV RANCHI NEW(PG)-PPSP NEW(WBSETCL)-1
ES-68   ER-1237-A    2000    3636.3636    400 KV RANCHI NEW(PG)-PPSP NEW(WBSETCL)-2
ES-69   ER-1469-A    600     3636.3636    400 KV SIDE OF 400/220 KV 315 MVA ALIPURDUAR(PG) ICT-2
ES-70   ER-1467-A    1000    2000.0000    220 KV SIDE OF 400/220 KV 315 MVA ALIPURDUAR(PG) ICT-2
ES-71   ER-1146-A    200     300.00000    33  KV SIDE OF 400/220 ALIPURDUAR(PG) ICT-2
ES-72   ER-1104-A    200     300.00000    33  KV SIDE OF 400/220 ALIPURDUAR(PG) ICT-1
ES-73   ER-1465-A    600     3636.3636    400 KV SIDE OF 400/220 KV 315 MVA ALIPURDUAR(PG) ICT-1
ES-74   NP-7871-A    2000    3636.3636    400 KV RANCHI(PG)-RTPS(DVC)-2
ES-75   NP-7853-A    2000    3636.3636    400 KV RANCHI(PG)-RTPS(DVC)-3
ES-76   ER-1473-A    4000    3636.3636    400 KV ALIPURDUAR (PG)-AGRA(NR)MAIN BAY POLE-3
ES-77   ER-1474-A    4000    3636.3636    400 KV ALIPURDUAR (PG)-AGRA(NR)TIE BAY POLE-3
ES-78   ER-1366-A    2000    3636.3636    400 KV MUZAFFARPUR(PG)-DHALKEBAR(NEPAL)-2(CHECK)
ES-79   ER-1370-A    2000    3636.3636    400 KV MUZAFFARPUR(PG)-DHALKEBAR(NEPAL)-1(CHECK)
ES-80   NP-8793-A    2000    3636.3636    400 KV SUNDERGARH(PG) -IBEUL-1(MAIN)
ES-81   NP-8794-A    2000    3636.3636    400 KV SUNDERGARH(PG) -IBEUL-2(MAIN)
ES-82   ER-1297-A    600     3636.3636    400 KV SIDE OF JAMSHEDPUR(PG) 400/220KV 315 MVA ICT-3
ES-83   ER-1093-A    2000    6954.5455    765 KV SUNDERGARH(PG)-DARLIPALLI(NTPC)-1
ES-84   ER-1100-A    2000    6954.5455    765 KV SUNDERGARH(PG)-DARLIPALLI(NTPC)-2
ES-85   ER-1074-A    4000    3636.3636    400 KV ALIPURDUAR (PG)-AGRA(NR)MAIN BAY POLE-4
ES-86   ER-1075-A    4000    3636.3636    400 KV ALIPURDUAR (PG)-AGRA(NR)TIE BAY POLE-4
ES-87   NP-8752-A    50      300.00000    33  KV SIDE OF 33/0.415 RANCHI NEW(PG) TERT TRF(ICT-1)
ES-88   NP-7458-A    50      300.00000    33  KV SIDE OF 33/0.415 BANKA(PG) TERT TRF(PG)
ES-89   ER-1307-A    50      300.00000    33  KV SIDE OF 33/0.415 PATNA(PG) TERT TRF(PG)(ICT-2)
ES-90   NP-8876-A    50      300.00000    33  KV SIDE OF 33/0.415 KISHANGANJ(PG) TERT TRF(PG)-2
ES-91   ER-1018-A    800     2000.0000    220 KV PANDIABILI(PG)-ATRI(GRIDCO)-1
ES-92   NP-8051-A    800     2000.0000    220 KV PANDIABILI(PG)-SAMANGARA(GRIDCO)-1
ES-93   ER-1019-A    1000    3.7727272    415 V  SIDE OF 33/0.415 SUNDERGARH(PG) TERT TRF(PG)
ES-94   NP-8870-A    50      300.00000    33  KV SIDE OF 33/0.415 LAKHISARAI(PG) TERT TRF(PG)
ES-95	NP-5942-A    1000    3.7727272	  415 V  SIDE OF 33/0.415 ANGUL(PG) TERT TRF(PG)
ES-96	NP-7940-A    1000    3.7727272	  415 V  SIDE OF 33/0.415 RANGPO(PG) TERT TRF(PG)
ES-97	NP-7941-A    1000    3.7727272	  415 V  SIDE OF 11 KV RANGPO(PG) AUX TRF(PG)
ES-98   NP-5249-A    50      300.00000    33  KV SIDE OF 33/0.415 (500 MVA)PURNEA TER TRF-1
ES-99   ER-1874-A    50      300.00000    33  KV SIDE OF 33/0.415 ARA(PG) TER TRF-1
ET-01   ER-1265-A    1000    3.7727272    415 V  SIDE OF 33/0.415 BIHARSHARIFF(PG) TERT TRF(PG)
ET-02   NP-5231-A    1000    3.7727272    415 V  SIDE OF 33/0.415 MUZAFFARPUR(PG) TERT TRF(PG)
ET-03   NP-7951-A    1000    3.7727272    415 V  SIDE OF 33/0.415 BOLANGIR(PG) TERT TRF(PG)
ET-04   ER-2678-A    200     3.7727272    415 V  SIDE OF 33/0.415 DURGAPUR(PG) TERT TRF(PG)
ET-05   ER-1020-A    200     3.7727272    415 V  SIDE OF 33/0.415 RENGALI(PG) TERT TRF(PG)
ET-06   NP-8646-A    50      300.00000    33  KV SIDE OF 33/0.415 PUSAULI(PG) TERT TRF(PG)-1
ET-07   ER-1670-A    1000    3.7727272    415 V  SIDE OF 33/0.415 MAITHON(PG) TERT TRF(PG)
ET-08   ER-1118-A    2000    6954.5455    765 KV SUNDERGARH(PG)-ANGUL(PG) LINE-2
ET-09   ER-1022-A    2000    6954.5455    765 KV SUNDERGARH(PG)-ANGUL(PG) LINE-1
ET-10   ER-1899-A    1000    3.9363636    433 V  SIDE OF 33/0.433 JEYPORE(PG) TERTIARY TRF(PG)-1
ET-11   NP-7921-A    1000    3.7727272    415 V  SIDE OF 33/0.415 KEONJHAR(PG) TERTIARY TRF(PG)
