MASTER.DAT for the date 2018-01-01 to  2018-01-14
----------------------------------------------------

Loc_Id    Meter_No         CTR            PTR                    Place Of Installation
JL-04     NP-8763-A        400            2000.0000              220 KV JORETHANG(JLHEP)-NEW MELLI-2(PG)(CHECK)

JL-05     NP-8764-A        400            2000.0000              220 KV JORETHANG(JLHEP)-NEW MELLI-1(PG)(MAIN)

JL-06     NP-8765-A        400            2000.0000              220 KV JORETHANG(JLHEP)-NEW MELLI-1(PG)(CHECK)

TU-01     NR-3714-A        400            3636.3636              400 KV SIDE OF TEEST-III HEP GT-1

TU-02     NR-3715-A        400            3636.3636              400 KV SIDE OF TEEST-III HEP GT-2

TU-03     NR-4450-A        400            3636.3636              400 KV SIDE OF TEEST-III HEP GT-3

TU-04     NR-3720-A        400            3636.3636              400 KV SIDE OF TEEST-III HEP GT-4

TU-05     NR-4623-A        400            3636.3636              400 KV SIDE OF TEEST-III HEP GT-5

TU-06     NR-3719-A        400            3636.3636              400 KV SIDE OF TEEST-III HEP GT-6

TU-07     NR-4456-A        2000           3636.3636              400 KV TEESTA-III - DICKCHU (MAIN)

TU-08     NR-4618-A        2000           3636.3636              400 KV TEESTA-III - DICKCHU (CHECK)

TU-09     NR-4454-A        2000           3636.3636              400 KV TEESTA-III - RANGPO (MAIN)

TU-10     NR-4453-A        2000           3636.3636              400 KV TEESTA-III - RANGPO (CHECK)

DK-01     NP-9393-A        800            1200.0000              132 KV SIDE OF DIKCHU GT-1

DK-02     NP-9394-A        800            1200.0000              132 KV SIDE OF DIKCHU GT-2

DK-03     NP-9395-A        50             1200.0000              132 KV SIDE OF DIKCHU STN TRANSFORMER

DK-04     NP-9387-A        2500           3636.3636              400 KV DIKCHU-TEESTA-III (MAIN)

DK-05     NP-9388-A        2500           3636.3636              400 KV DIKCHU-TEESTA-III (CHECK)

DK-06     NP-9389-A        2500           3636.3636              400 KV DIKCHU-RANGPO(PG) (MAIN)

DK-07     NP-9390-A        2500           3636.3636              400 KV DIKCHU-RANGPO(PG) (CHECK)

DK-08     NP-9391-A        200            3636.3636              400 KV SIDE OF DIKCHU ICT

DK-09     NP-9392-A        2000           1200.0000              132 KV SIDE OF DIKCHU ICT

TD-01     ER-1033-A        800            2000.0000              220 KV TASHIDING(SIKHA)-RANGPO(PG)(MAIN)

TD-02     ER-1034-A        800            2000.0000              220 KV TASHIDING(SIKHA)-RANGPO(PG)(CHECK)

TD-03     ER-1035-A        800            2000.0000              220 KV TASHIDING(SIKHA)-NEW MELLI(PG)(MAIN)

TD-04     ER-1036-A        800            2000.0000              220 KV TASHIDING(SIKHA)-NEW MELLI(PG)(CHECK)

TD-05     ER-1037-A        200            2000.0000              220 KV SIDE OF TASHIDING GT-1

TD-06     ER-1038-A        200            2000.0000              220 KV SIDE OF TASHIDING GT-2

OP-01     ER-1052-A        2000           3636.3636              400 KV SIDE OF OPGC GT-4

OP-02     ER-1063-A        2000           3636.3636              400 KV SIDE OF OPGC RESERVE AUX TRF

OP-03     ER-1027-A        2000           3636.3636              400 KV OPGC-SUNDERGARH LINE-3(MAIN)

OP-04     ER-1112-A        2000           3636.3636              400 KV OPGC-SUNDERGARH LINE-3(CHECK)

OP-05     ER-1026-A        2000           3636.3636              400 KV OPGC-SUNDERGARH LINE-4(MAIN)

OP-06     ER-1030-A        2000           3636.3636              400 KV OPGC-SUNDERGARH LINE-4(CHECK)

OP-07     ER-1053-A        2000           3636.3636              400 KV OPGC-BUS SECTIONALISER-1A(MAIN)

OP-08     ER-1066-A        2000           3636.3636              400 KV OPGC-BUS SECTIONALISER-1B(STNDBY)

OP-09     ER-1068-A        2000           3636.3636              400 KV OPGC-BUS SECTIONALISER-2A(MAIN)

OP-10     ER-1060-A        2000           3636.3636              400 KV OPGC-BUS SECTIONALISER-2B(STNDBY)

NP-01     NP-8882-A        800            1200.0000              132 KV DHALKEBAR(NEPAL)-MUZAFFARPUR(PG)

ER-01     NP-6063-A        500            3636.3636              400 KV SIDE OF BIHARSARIF (PG) 400/220 KV ICT-1

ER-02     NP-6069-A        500            3636.3636              400 KV SIDE OF BIHARSARIF (PG) 400/220 KV ICT-2

ER-03     NP-6068-A        500            3636.3636              400 KV SIDE OF BIHARSARIF (PG) 400/220 KV ICT-3

ER-04     NP-6087-A        1000           3636.3636              400 KV SIDE OF PURNEA 315 MVA ICT-1

ER-05     NP-6456-A        1000           2000.0000              220 KV DURGAPUR (PG) - PARULIA (DVC) -1

ER-06     NP-6458-A        1000           2000.0000              220 KV DURGAPUR (PG) - PARULIA (DVC) -2

ER-07     NP-6461-A        1000           3636.3636              400 KV DURGAPUR(PG)-JAMSHEDPUR(PG) LINE

ER-08     NP-6459-A        1000           3636.3636              400 KV DURGAPUR (PG) - BIDHANAGAR(WBSETCL)-2 (PG)

ER-09     NP-6051-A        400            1200.0000              132 KV ARAH (PG)-ARAH (BSPHCL)

ER-10     NP-6054-A        400            1200.0000              132 KV ARAH (PG)- DUMRAO (BSPHCL)

ER-11     NP-6529-A        1000           2000.0000              220 KV MAITHON (PG) - DHANBAD (DVC) -1

ER-12     ER-1147-A        1000           2000.0000              220 KV MAITHON (PG) - DHANBAD (DVC) -2

ER-13     NP-6512-A        800            2000.0000              220 KV PUSAULI (PG) - ARAH -1

ER-14     NP-6511-A        800            2000.0000              220 KV PUSAULI (PG) - NEW(BSPHCL) -2

ER-15     NP-6521-A        1000           3636.3636              400 KV MAITHON (PG) - MEJIA (DVC)

ER-16     NP-6447-A        1000           3636.3636              400 KV MAITHON (PG) - JAMSHEDPUR (PG)

ER-17     NP-6106-A        500            3636.3636              400 KV SIDE OF JAMSHEDPUR(PG) 400/220 KV ICT-1

ER-18     NP-6105-A        500            3636.3636              400 KV SIDE OF JAMSHEDPUR(PG) 400/220 KV ICT-2

ER-19     NP-5882-A        1600           2000.0000              220 KV BINAGURI (PG) - JALPAIGURI (WBSETCL)-I

ER-20     NP-5915-A        800            2000.0000              220 KV BARIPADA (PG) - BALASORE (GRIDCO)-1

ER-21     ER-1128-A        1000           3636.3636              400 KV BINAGURI - BONGAIGAON (NER)-2

ER-22     NP-5883-A        1000           2000.0000              220 KV SIDE OF BINAGURI 400/220 KV ICT-1

ER-23     NP-5929-A        1000           2000.0000              220 KV ROURKELA (PG)-TARKERA (GRIDCO) -1

ER-24     ER-1028-A        1000           2000.0000              220 KV ROURKELA (PG)-TARKERA (GRIDCO) -2

ER-25     NP-7966-A        1000           3636.3636              400 KV ROURKELA (PG)-CHAIBASA (PG) -1

ER-26     NP-5931-A        1000           3636.3636              400 KV ROURKELA (PG)-CHAIBASA (PG) -2

ER-27     NP-5910-A        1000           3636.3636              400 KV BARIPADA (PG)-KHARAGPUR (WBSETCL)

ER-28     NP-5991-A        1000           3636.3636              400 KV RENGALI (PG)-KEONJHAR (PG)

ER-29     NP-5987-A        1000           3636.3636              400 KV RENGALI (PG)-INDRAVATI (PG)

ER-30     NP-5989-A        500            2000.0000              220 KV RENGALI (PG)-RENGALI (GRIDCO)-1

ER-31     NP-5990-A        500            2000.0000              220 KV RENGALI (PG)-RENGALI (GRIDCO)-2

ER-32     NP-7423-A        2000           3636.3636              400 KV PURNEA (PG) - BINAGURI-2 (PG)

ER-33     NP-7424-A        2000           3636.3636              400 KV PURNEA (PG) - BINAGURI-1 (PG)

ER-34     ER-1096-A        800            2000.0000              220 KV JEYPORE (PG)-JEYNAGAR(GRIDCO)-1

ER-35     ER-1013-A        500            2000.0000              220 KV JEYPORE (PG)-JEYNAGAR(GRIDCO)-2

ER-36     NP-5959-A        1000           3636.3636              400 KV JEYPORE (PG) - INDRAVATI (PG)

ER-37     ER-1125-A        1000           3636.3636              400 KV BINAGURI (PG) - BONGAIGAON (NER)-1

ER-38     NP-5960-A        1000           3636.3636              400 KV JEYPORE (PG) - BOLANGIR(PG)

ER-39     NP-6465-A        800            2000.0000              220 KV BIRPARA (PG) - CHUKHA (CHPC) -1

ER-40     ER-1106-A        800            2000.0000              220 KV BIRPARA (PG) - CHUKHA (CHPC) -2

ER-41     ER-1109-A        800            2000.0000              220 KV BIRPARA (PG) - MALBASE

ER-42     NP-6462-A        800            2000.0000              220 KV BIRPARA (PG) - ALIPURDUAR (PG) -1

ER-43     NP-6463-A        800            2000.0000              220 KV BIRPARA (PG) - ALIPURDUAR (PG) -2

ER-44     ER-1110-A        800            1200.0000              132 KV BIRPARA (PG) - BIRPARA (WB)-1

ER-45     NP-5881-A        1600           2000.0000              220 KV BINAGURI (PG)-JALPAIGURI(WBSETCL)-2

ER-46     NP-6491-A        800            2000.0000              220 KV BIRPARA (PG) - SILIGURI (PG) -1

ER-47     NP-8738-A        800            2000.0000              220 KV BIRPARA (PG) - SILIGURI (PG) -2

ER-48     NP-6083-A        800            1200.0000              132 KV PURNEA (PG) - PURNEA (BSPHCL) -3

ER-49     NP-6084-A        800            1200.0000              132 KV PURNEA (PG) - KISHANGANJ (BSPHCL)

ER-50     NP-5949-A        800            2000.0000              220 KV SILIGURI (PG) - KISHANAGNJ (PG) -1

ER-51     NP-7929-A        800            2000.0000              220 KV SILIGURI (PG) - KISHANGANJ (PG) -2

ER-52     NP-5889-A        800            1200.0000              132 KV SILIGURI (PG) - NBU (WBSETCL)

ER-53     ER-1080-A        800            1200.0000              132 KV SILIGURI (PG) - NJP(WBSETCL)

ER-54     NP-5947-A        800            1200.0000              132 KV SILIGURI (PG) - KURSEONG (WBSETCL)

ER-55     NP-6093-A        800            2000.0000              220 KV PUSAULI (PG) - DEHRI (BSPHCL)

ER-56     NP-6092-A        800            2000.0000              220 KV PUSAULI (PG) - SAHUPURI (NR)

ER-57     NP-5954-A        800            1200.0000              132 KV SILIGURI (PG) - MELLI (SIKKIM)

ER-58     ER-1143-A        800            1200.0000              132 KV MALDA (PG) - MALDA (WBSETCL) -1

ER-59     ER-1150-A        800            1200.0000              132 KV MALDA (PG) - MALDA (WBSETCL) -2

ER-60     NP-6477-A        800            2000.0000              220 KV MALDA (PG) - DALKHOLA (PG) -1

ER-61     NP-6479-A        800            2000.0000              220 KV MALDA (PG) - DALKHOLA (PG) -2

ER-62     NP-6081-A        800            1200.0000              132 KV PURNEA (PG) - PURNEA (BSPHCL) -1

ER-63     NP-6082-A        800            1200.0000              132 KV PURNEA (PG) - PURNEA (BSPHCL) -2

ER-64     NP-7420-A        800            2000.0000              220 KV PURNEA (PG) - DALKHOLA (PG) -1

ER-65     NP-7419-A        800            2000.0000              220 KV PURNEA (PG) - DALKHOLA (PG) -2

ER-66     NP-8803-A        500            3636.3636              400 KV SIDE OF DURGAPUR 400/220 KV ICT-1

ER-67     NP-8804-A        500            3636.3636              400 KV SIDE OF DURGAPUR 400/220 KV ICT-2 (MFREQ STBY)

ER-68     NP-5831-A        2000           3636.3636              400 KV DURGAPUR(PG) - BIDHANNAGAR(WBSETCL)-1

ER-69     NP-6453-A        1000           3636.3636              400 KV SIDE OF MAITHON (PG) 500 MVA 400/220 KV ICT-1

ER-70     NP-6449-A        500            3636.3636              400 KV SIDE OF MAITHON (PG) 500 MVA 400/220 KV ICT-2

ER-71     NP-8806-A        500            3636.3636              400 KV SIDE OF ROURKELA (PG) 400/220 KV ICT-1

ER-72     NP-5930-A        500            3636.3636              400 KV SIDE OF ROURKELA (PG) 400/220 KV ICT-2

ER-73     NP-5992-A        500            3636.3636              400 KV SIDE OF RENGALI (PG) 400/220 KV ICT-1

ER-74     NP-5988-A        500            3636.3636              400 KV SIDE OF RENGALI (PG) 400/220 KV ICT-2

ER-75     NP-5955-A        500            3636.3636              400 KV SIDE OF JEYPORE (PG) 400/220 KV ICT-1

ER-76     NP-5951-A        800            1200.0000              132 KV SIDE OF SILIGURI(PG) 160 MVA 220/132 KV ICT-1

ER-77     NP-5956-A        600            3636.3636              400 KV SIDE OF JEYPORE (PG) 400/220 KV ICT-2

ER-78     NP-6095-A        300            1200.0000              132 KV PUSAULI(PG)-KUDRA(BSPHCL)

ER-79     NP-6094-A        300            1200.0000              132 KV PUSAULI(PG)-MOHANIA(BSPHCL)

ER-80     NP-5943-A        2000           3636.3636              400 KV ROURKELA(PG)-SUNDERGARH(PG) - 1

ER-81     ER-1029-A        2000           3636.3636              400 KV ROURKELA-SUNDERGARH(PG)-3

ER-82     NP-6514-A        2000           3636.3636              400 KV SASARAM (PG)-BIHARSHARIFF(PG)EAST BUS-I

ER-83     NP-6515-A        2000           3636.3636              400 KV SASARAM (PG)-BIHARSHARIFF(PG)EAST BUS-II

ER-84     ER-1092-A        2000           3636.3636              400 KV JEYPORE (PG) - GAJUWAKA (PG) -1

ER-85     ER-1078-A        2000           3636.3636              400 KV JEYPORE (PG) - GAJUWAKA (PG) -2

ER-86     NP-5966-A        1000           3636.3636              400 KV INDRAVATI (PG) - INDRAVATI P/H)

ER-87     NP-5890-A        1000           2000.0000              220 KV SIDE OF BINAGURI 400/220 KV ICT-2

ER-88     NP-7927-A        1000           3636.3636              400 KV MALDA (PG) - PURNEA (PG)-2

ER-89     NP-7841-A        1000           3636.3636              400 KV BIHARSHARIFF(PG) - SASARAM (ER) -1

ER-90     NP-6062-A        1000           3636.3636              400 KV BIHARSHARIFF(PG) - SASARAM (ER) -2

ER-93     NP-8805-A        600            3636.3636              400 KV SIDE OF BINAGURI 400/220 315 MVA ICT-1

ER-94     NP-6516-A        600            3636.3636              400 KV SIDE OF PUSAULI 400/220KV ICT-2

ER-95     NP-6055-A        300            2000.0000              220 KV SIDE OF ARAH 220/132 KV 100 MVA ICT-1

ER-96     NP-6059-A        300            2000.0000              220 KV SIDE OF ARAH 220/132 KV 100 MVA ICT-2

ER-97     NP-6513-A        1000           3636.3636              400 KV SIDE OF PUSAULI 400/220KV ICT-1

ER-98     NP-5916-A        400            1200.0000              132 KV BARIPADA(PG) - BARIPADA (GRIDCO)

ER-99     NP-5912-A        400            1200.0000              132 KV BARIPADA(PG) - BANGRIPOSHI (GRIDCO)

EM-01     NP-6026-A        300            1200.0000              132 KV GANGTOK(PG) - CHUZACHEN (GATI)

EM-02     NP-6027-A        300            1200.0000              132 KV GANGTOK(PG) - RANGPO (PG)

EM-03     NP-6029-A        300            1200.0000              132 KV SIDE OF GANGTOK 132/66 KV ICT-1

EM-04     NP-6030-A        600            600.0000               66 KV SIDE OF GANGTOK 132/66 KV ICT-1

EM-05     NP-6028-A        300            1200.0000              132 KV SIDE OF GANGTOK 132/66 KV ICT-2

EM-06     NP-6025-A        600            600.0000               66 KV SIDE OF GANGTOK 132/66 KV ICT-2

EM-07     ER-1108-A        1000           3636.3636              400 KV BINAGURI (PG)-TALA (THP)-1

EM-08     NP-5087-A        1000           3636.3636              400 KV BINAGURI (PG)-TALA (THP)-2

EM-09     ER-1076-A        1000           3636.3636              400 KV BINAGURI (PG)-MALBASE(PG)-3

EM-10     ER-1102-A        1000           3636.3636              400 KV BINAGURI (PG)-TALA (THP)-4

EM-11     NP-5090-A        2000           3636.3636              400 KV BINAGURI-PURNEA-1

EM-12     NP-5091-A        2000           3636.3636              400 KV BINAGURI-PURNEA-2

EM-13     NP-5092-A        2000           3636.3636              400 KV BINAGURI-KISHANAGNJ(PG)-1

EM-14     NP-5093-A        2000           3636.3636              400 KV BINAGURI-KISHANGANJ(PG)-2

EM-15     NP-5848-A        600            3636.3636              400 KV SIDE OF SUBHASGRAM ICT-1

EM-16     NP-5845-A        600            3636.3636              400 KV SIDE OF SUBHASGRAM ICT-2

EM-17     NP-5360-A        2000           3636.3636              400 KV SUBHASGRAM-JEERAT (WBSETCL)

EM-18     NP-5080-A        1600           2000.0000              220 KV SUBHASGRAM(PG)-SUBHASGRAM-1(WBSETCL)

EM-19     NP-5847-A        1600           2000.0000              220 KV SUBHASGRAM(PG)-SUBHASGRAM-2(WBSETCL)

EM-20     NP-7557-A        1000           3636.3636              400 KV DURGAPUR(PG)- SAGARDIGHI(WB)-2

EM-21     NP-6061-A        3000           3636.3636              400 KV BIHARSHARIFF(ER)-BALIA (NR)-1

EM-22     NP-6065-A        3000           3636.3636              400 KV BIHARSHARIFF(ER)-BALIA (NR)-2

EM-23     NP-5071-A        1000           3636.3636              400 KV MZ'PUR (PG)-BIHARSHARIFF(PG)-1

EM-24     NP-5230-A        1000           3636.3636              400 KV MZ'PUR (PG)-BIHARSHARIFF(PG)-2

EM-25     NP-5074-A        2000           3636.3636              400 KV MZ'PUR (PG)-GORAKHPUR(NR)-1

EM-26     NP-9981-A        2000           3636.3636              400 KV MZ'PUR (PG)-GORAKHPUR(NR)-2

EM-27     NP-5075-A        2000           3636.3636              400 KV MZ'PUR - PURNEA-1

EM-28     NP-5062-A        2000           3636.3636              400 KV MZ'PUR - PURNEA-2

EM-29     NP-5073-A        600            3636.3636              400/220 KV MZ'PUR ICT-2

EM-30     NP-9983-A        600            3636.3636              400/220 KV MZ'PUR ICT-1

EM-31     NP-5063-A        800            2000.0000              220 KV MZ'PUR(PG) - KANTI(BASEB)-1

EM-32     NP-5061-A        800            2000.0000              220 KV MZ'PUR(PG) - KANTI(BASEB)-2

EM-41     NP-5871-A        1000           3636.3636              400 KV RANCHI(PG)-RTPS(DVC)

EM-42     NP-5873-A        600            3636.3636              400 KV SIDE OF RANCHI ICT-2

EM-43     NP-5872-A        800            2000.0000              220 KV SIDE OF RANCHI ICT-2

EM-44     NP-5879-A        800            2000.0000              220 KV RANCHI - HATIA (JSEB)-1

EM-45     NP-5874-A        800            2000.0000              220 KV RANCHI - CHANDIL (JUVNL)-1

EM-46     NP-5877-A        1000           3636.3636              400 KV RANCHI-MAITHON

EM-47     NP-5835-A        1000           3636.3636              400 KV RANCHI-SIPAT-1 (WR)

EM-48     NP-5836-A        1000           3636.3636              400 KV RANCHI-SIPAT-2 (WR)

EM-49     NP-7880-A        800            2000.0000              220 KV RANCHI - CHANDIL (JUVNL)-2

EM-50     NP-6086-A        1000           3636.3636              400 KV SIDE OF 400/220 KV PURNEA 500MVA ICT-2

EM-51     NP-7421-A        2000           3636.3636              400 KV PURNEA-MZ'PUR -1

EM-52     NP-7422-A        2000           3636.3636              400 KV PURNEA-MZ'PUR -2

EM-53     NP-5273-A        2000           3636.3636              400 KV PATNA (ER) - BALIA (NR)-2

EM-54     NP-5272-A        2000           3636.3636              400 KV PATNA - BARH-I

EM-55     NP-5270-A        1000           3636.3636              400 KV SIDE OF PATNA 500 MVA ICT-1

EM-56     NP-5271-A        1600           2000.0000              220 KV SIDE OF PATNA 500 MVA ICT-1

EM-57     NP-5274-A        2000           3636.3636              400 KV PATNA (ER) - BALIA (NR)-1

EM-58     NP-5913-A        800            2000.0000              220 KV BARIPADA (PG) - BALASORE (GRIDCO)-2

EM-59     NP-5911-A        800            2000.0000              220 KV SIDE OF BARIPADA 220/132 KV ICT-1

EM-60     NP-5878-A        600            3636.3636              400 KV SIDE OF RANCHI ICT-1

EM-61     NP-5870-A        800            2000.0000              220 KV SIDE OF RANCHI ICT-1

EM-62     NP-5839-A        600            3636.3636              400 KV SIDE OF PATNA ICT-2

EM-63     NP-5866-A        1000           2000.0000              220 KV SIDE OF PATNA ICT-2

EM-64     NP-5865-A        800            2000.0000              220 KV PATNA - FATUA

EM-65     NP-5832-A        800            2000.0000              220 KV PATNA(PG) - KHAGAUL(BSPHCL)

EM-66     NP-5914-A        400            1200.0000              132 KV BARIPADA(PG)-JALESWAR(GRIDCO)

EM-67     NP-5886-A        2000           3636.3636              400 KV BINAGURI-RANGPO(PG)-1

EM-68     NP-5887-A        2000           3636.3636              400 KV BINAGURI-RANGPO(PG)-2

EM-69     NP-5909-A        1200           3.6363636              800 KVA AUX TRSF(LOADED ON TERT OF BARIPADA)

EM-71     NP-5838-A        2000           3636.3636              400 KV PATNA - BARH-II

EM-72     NP-6056-A        800            2000.0000              220 KV ARAH (PG)-KHAGAUL(BSPHCL)-1

EM-73     NP-6057-A        800            2000.0000              220 KV ARAH (PG)-KHAGAUL(BSPHCL)-2

EM-74     NP-5846-A        2000           3636.3636              400 KV SUBHASGRAM-SAGARDIGHI

EM-75     NP-6470-A        800            1200.0000              132 KV BIRPARA(PG)-BIRPARA(WB)-2

EM-76     NP-5072-A        1000           3636.3636              400 KV JAMSHEDPUR(PG)-MEJIA(DVC)

EM-80     NP-6509-A        1000           2000.0000              220 KV MAITHON (PG) - KALYANESWARI (DVC) -1

EM-81     NP-6510-A        1000           2000.0000              220 KV MAITHON (PG) - KALYANESWARI (DVC) -2

EM-82     NP-5876-A        2000           3636.3636              400 KV RANCHI(PG)-ROURKELA (PG)-1

EM-83     NP-6530-A        1000           3636.3636              400 KV RANCHI(PG)-ROURKELA (PG)-2

EM-84     NP-6519-A        1000           3636.3636              400 KV MAITHON(PG)-MAITHON RB-1

EM-85     NP-6520-A        1000           3636.3636              400 KV MAITHON(PG)-MAITHON RB-2

EM-86     NP-5978-A        1000           3636.3636              400 KV BARIPADA(PG)- TATA JAMSHEDPUR(DVC)

EM-87     NP-5974-A        1000           3636.3636              400 KV BARIPADA(PG)-JAMSHEDPUR(PG)

EM-88     NP-5975-A        1000           3636.3636              400 KV BARIPADA(PG)-PANDIABIL(PG)

EM-89     NP-5971-A        1000           3636.3636              400 KV BARIPADA(PG)-DUBURI(GRIDCO)

EM-90     NP-5905-A        800            2000.0000              220 KV SIDE OF BARIPADA 220/132 KV ICT-2

EM-91     NP-6548-A        1000           3636.3636              400 KV DURGAPUR(PG)- SAGARDIGHI(WB)-1

EM-92     NP-7965-A        1000           3636.3636              400 KV ROURKELLA - SUNDERGARH(PG)-2

EM-93     NP-6545-A        1000           3636.3636              400 KV ROURKELLA - SUNDERGARH(WR)-4

EM-94     NP-7839-A        2000           3636.3636              400 KV RANCHI(PG)- MAITHON RB(MPL)-I

EM-95     NP-8681-A        2000           3636.3636              400 KV RANCHI(PG)- MAITHON RB(MPL)-II

EM-96     ER-1072-A        800            2000.0000              220 KV DALKHOLA(PG)-DALKHOLA(WBSETCL)LINE-2

EM-97     NP-5206-A        1000           3636.3636              400 KV MAITHON(PG)-MEJIA(DVC) LINE-I

EM-98     NP-5225-A        1000           3636.3636              400 KV MAITHON(PG)-MEJIA(DVC) LINE-II

EM-99     ER-1263-A        50             300.0000               33 KV GAYA TERTIARY LOAD AT ICT-1

EP-01     NP-7414-A        2000           3636.3636              400 KV SASARAM (PG)-VARANASI(NR)

EP-02     NP-7468-A        2000           3636.3636              400 KV SASARAM(PG) SPARE BAY

EP-03     NP-7867-A        2000           3636.3636              400 KV B'SHARIFF(PG)-VARANASI(NR)-1

EP-04     NP-7868-A        2000           3636.3636              400 KV B'SHARIFF(PG)-VARANASI(NR)-2

EP-05     NP-7534-A        1000           3636.3636              400 KV MAITHON(PG)-DURGAPUR(PG) LINE-I

EP-06     NP-7492-A        1000           3636.3636              400 KV MAITHON(PG)-DURGAPUR(PG) LINE-II

EP-07     NP-8760-A        2000           3636.3636              400 KV SASARAM (PG) NORTH BUS- VARANASI

EP-08     NP-6091-A        2000           3636.3636              400 KV SASARAM (PG) NORTH BUS- ALLAHABAD

EP-11     NP-7858-A        600            3636.3636              400 KV SIDE GAYA 400/220 315 MVA ICT-1

EP-12     NP-7453-A        1000           3636.3636              400 KV SIDE GAYA 400/220 500 MVA ICT-2

EP-13     NP-7396-A        800            2000.0000              220 KV GAYA (PG)-BODHGAYA(BSPHCL) LINE-I

EP-14     NP-8661-A        800            2000.0000              220 KV GAYA (PG)-BODHGAYA(BSPHCL) LINE-II

EP-15     NP-7857-A        800            2000.0000              220 KV GAYA (PG)-DEHRI(BSPHCL) LINE-I

EP-16     NP-6098-A        800            2000.0000              220 KV GAYA (PG)-DEHRI(BSPHCL) LINE-II

EP-17     NP-7469-A        2000           6954.5455              765 KV SIDE OF 765/400 KV GAYA ICT-2

EP-18     NP-8660-A        2000           6954.5455              765 KV SIDE OF 765/400 KV GAYA ICT-3

EP-19     NP-8658-A        2000           6954.5455              765 KV GAYA(PG)-VARANASI-1(NR)

EP-20     NP-8645-A        1000           3636.3636              400 KV JAMSHEDPUR(PG)-DSTPP(ANDAL)-I

EP-21     NP-7405-A        1000           3636.3636              400 KV JAMSHEDPUR(PG)-DSTPP(ANDAL)-II

EP-22     NP-7535-A        1000           3636.3636              400 KV MAITHON(PG)-RTPS(DVC)

EP-23     NP-7412-A        2000           3636.3636              400 KV SASARAM(PG)-NABI NAGAR(BSPHCL)-II

EP-24     NP-8699-A        2000           3636.3636              400 KV SASARAM(PG)-NABI NAGAR(BSPHCL)-I

EP-25     NP-8640-A        2000           3636.3636              400 KV BIHARSHARIFF(PG)-KODERMA(DVC)LINE-I

EP-26     NP-7426-A        2000           3636.3636              400 KV BIHARSHARIFF(PG)-KODERMA(DVC)LINE-II

EP-27     NP-7425-A        400            1200.0000              132 KV ARAH(PG)- JAGDISHPUR(BSPHCL)

EP-28     NP-7428-A        2000           6954.5455              765 KV SIDE OF 765/400 KV GAYA ICT-1

EP-29     NP-6119-A        2000           3636.3636              400 KV JAMSHEDPUR(PG)-APNRL-I

EP-30     NP-6120-A        2000           3636.3636              400 KV JAMSHEDPUR(PG)-APNRL-II

EP-31     NP-7537-A        1000           3636.3636              400 KV BOLANGIR(PG)-JEYPORE(PG)

EP-32     NP-7538-A        1000           3636.3636              400 KV BOLANGIR(PG)-ANGUL(PG) LINE

EP-33     NP-7536-A        600            3636.3636              400 KV SIDE BOLANGIR KV 315 MVA ICT-II

EP-34     NP-7863-A        1000           3636.3636              400 KV BANKA(PG)-BSF(PG) LINE-I

EP-35     NP-7861-A        1000           3636.3636              400 KV BANKA(PG)-BSF(PG) LINE-II

EP-36     NP-7860-A        1000           3636.3636              400 KV BANKA(PG)-KAHALGAON(NTPC) LINE-I

EP-37     NP-7862-A        1000           3636.3636              400 KV BANKA(PG)-KAHALGAON(NTPC) LINE-II

EP-38     NP-7856-A        600            3636.3636              400 KV SIDE BANKA 400/132 200 MVA ICT-1

EP-39     NP-7855-A        600            3636.3636              400 KV SIDE BANKA 400/132 200 MVA ICT-2

EP-40     NP-7685-A        2000           3636.3636              400 KV PATNA(PG)-BARH(NTPC)-3

EP-41     NP-8632-A        2000           3636.3636              400 KV PATNA(PG)-BARH(NTPC)-4

EP-42     NP-7684-A        2000           3636.3636              400 KV PATNA(PG)-BALIA(NR)-3

EP-43     NP-8634-A        2000           3636.3636              400 KV PATNA(PG)-BALIA(NR)-4

EP-44     NP-6116-A        1000           3636.3636              400 KV JAMSHEDPUR(PG)-TATA STEEL(DVC)

EP-46     NP-7864-A        800            2000.0000              220 KV PATNA(PG)-SIPARA(BSPHCL) LINE-I

EP-47     NP-7838-A        800            2000.0000              220 KV PATNA(PG)-SIPARA(BSPHCL) LINE-II

EP-48     NP-7545-A        600            3636.3636              400 KV SIDE OF SUBHASGRAM ICT-3

EP-49     NP-5891-A        800            2000.0000              220 KV SIDE OF BIRPARA 220/132 160 MVA ICT-2

EP-50     NP-7550-A        2000           3636.3636              400 KV MAITHON(PG)-GAYA(PG)-I

EP-51     NP-7551-A        2000           3636.3636              400 KV MAITHON(PG)-GAYA(PG)-II

EP-52     NP-7832-A        800            1200.0000              132 KV BANKA(PG)-BANKA(BSPHCL)-1

EP-53     NP-7834-A        800            1200.0000              132 KV BANKA(PG)-SABOUR(BSPHCL)-1

